Name,Set Number,Set Name,Price (1),Date (1),Price (2),Date (2),$ Change
Number iC1000: Numerounius Numerounia,MGED-EN032,Maximum Gold: El Dorado,3.1,2021-11-20 ,0.29,2023-10-01 ,-2.81
The Weather Painter Rainbow,MGED-EN033,Maximum Gold: El Dorado,0.31,2021-11-20 ,0.24,2023-10-01 ,-0.07
I:P Masquerena,MGED-EN035,Maximum Gold: El Dorado,6.59,2021-11-20 ,4.72,2023-10-01 ,-1.87
Predaplant Verte Anaconda,MGED-EN036,Maximum Gold: El Dorado,19.83,2021-11-20 ,0.64,2023-10-01 ,-19.19
Accesscode Talker,MGED-EN037,Maximum Gold: El Dorado,60.32,2021-11-20 ,30.65,2023-10-01 ,-29.67
Knightmare Unicorn (Alternate Art),MGED-EN034,Maximum Gold: El Dorado,6.96,2021-11-20 ,2.8,2023-10-01 ,-4.16
I:P Masquerena (Alternate Art),MGED-EN035,Maximum Gold: El Dorado,17.37,2021-11-20 ,6.09,2023-10-01 ,-11.28
Raigeki,MGED-EN038,Maximum Gold: El Dorado,1.52,2021-11-20 ,2.34,2023-10-01 ,0.82
Magical Dimension,MGED-EN040,Maximum Gold: El Dorado,0.47,2021-11-20 ,0.23,2023-10-01 ,-0.24
Gold Sarcophagus,MGED-EN041,Maximum Gold: El Dorado,0.74,2021-11-20 ,0.3,2023-10-01 ,-0.44
Fire Formation - Tenki,MGED-EN042,Maximum Gold: El Dorado,0.34,2021-11-20 ,0.25,2023-10-01 ,-0.09
Twin Twisters,MGED-EN043,Maximum Gold: El Dorado,2.04,2021-11-20 ,0.75,2023-10-01 ,-1.29
Invocation,MGED-EN044,Maximum Gold: El Dorado,10.07,2021-11-20 ,0.76,2023-10-01 ,-9.31
Prank-Kids Place,MGED-EN045,Maximum Gold: El Dorado,1.64,2021-11-20 ,0.2,2023-10-01 ,-1.44
Pot of Extravagance,MGED-EN046,Maximum Gold: El Dorado,15.48,2021-11-20 ,3.36,2023-10-01 ,-12.12
Mystic Mine,MGED-EN047,Maximum Gold: El Dorado,2.32,2021-11-20 ,0.42,2023-10-01 ,-1.9
Cursed Eldland,MGED-EN048,Maximum Gold: El Dorado,4.79,2021-11-20 ,0.7,2023-10-01 ,-4.09
Eldlixir of Black Awakening,MGED-EN049,Maximum Gold: El Dorado,1.98,2021-11-20 ,0.27,2023-10-01 ,-1.71
Numeron Chaos Ritual,MGED-EN050,Maximum Gold: El Dorado,2.01,2021-11-20 ,0.22,2023-10-01 ,-1.79
Numeron Storm,MGED-EN051,Maximum Gold: El Dorado,1.3,2021-11-20 ,0.18,2023-10-01 ,-1.12
Torrential Tribute,MGED-EN052,Maximum Gold: El Dorado,1.52,2021-11-20 ,0.37,2023-10-01 ,-1.15
Starlight Road,MGED-EN053,Maximum Gold: El Dorado,0.29,2021-11-20 ,0.19,2023-10-01 ,-0.1
Conquistador of the Golden Land,MGED-EN054,Maximum Gold: El Dorado,1.64,2021-11-20 ,0.93,2023-10-01 ,-0.71
Giant Rex,MGED-EN055,Maximum Gold: El Dorado,0.35,2021-11-20 ,0.15,2023-10-01 ,-0.2
Babycerasaurus,MGED-EN056,Maximum Gold: El Dorado,0.51,2021-11-20 ,0.11,2023-10-01 ,-0.4
Fossil Dig,MGED-EN057,Maximum Gold: El Dorado,0.45,2021-11-20 ,0.1,2023-10-01 ,-0.35
Lost World,MGED-EN058,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.13,2023-10-01 ,-0.06
Scrap Golem,MGED-EN059,Maximum Gold: El Dorado,0.2,2021-11-20 ,0.11,2023-10-01 ,-0.09
Scrap Dragon,MGED-EN060,Maximum Gold: El Dorado,0.21,2021-11-20 ,0.13,2023-10-01 ,-0.08
Scrap Wyvern,MGED-EN061,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.26,2023-10-01 ,0.04
Super Express Bullet Train,MGED-EN062,Maximum Gold: El Dorado,1.26,2021-11-20 ,0.17,2023-10-01 ,-1.09
Urgent Schedule,MGED-EN063,Maximum Gold: El Dorado,0.91,2021-11-20 ,0.23,2023-10-01 ,-0.68
Superdreadnought Rail Cannon Gustav Max,MGED-EN064,Maximum Gold: El Dorado,0.47,2021-11-20 ,0.46,2023-10-01 ,-0.01
Number 81: Superdreadnought Rail Cannon Super Dora,MGED-EN065,Maximum Gold: El Dorado,0.29,2021-11-20 ,0.17,2023-10-01 ,-0.12
Superdreadnought Rail Cannon Juggernaut Liebe,MGED-EN066,Maximum Gold: El Dorado,0.89,2021-11-20 ,1.08,2023-10-01 ,0.19
Hot Red Dragon Archfiend,MGED-EN067,Maximum Gold: El Dorado,0.74,2021-11-20 ,0.21,2023-10-01 ,-0.53
Hot Red Dragon Archfiend Abyss,MGED-EN068,Maximum Gold: El Dorado,0.28,2021-11-20 ,0.15,2023-10-01 ,-0.13
Hot Red Dragon Archfiend Bane,MGED-EN069,Maximum Gold: El Dorado,0.25,2021-11-20 ,0.16,2023-10-01 ,-0.09
Hot Red Dragon Archfiend King Calamity,MGED-EN070,Maximum Gold: El Dorado,0.32,2021-11-20 ,0.19,2023-10-01 ,-0.13
"Zefraxi, Treasure of the Yang Zing",MGED-EN071,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.07,2023-10-01 ,-0.12
"Zefraniu, Secret of the Yang Zing",MGED-EN072,Maximum Gold: El Dorado,0.24,2021-11-20 ,0.09,2023-10-01 ,-0.15
Oracle of Zefra,MGED-EN073,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.07,2023-10-01 ,-0.12
PSY-Frame Driver,MGED-EN074,Maximum Gold: El Dorado,0.2,2021-11-20 ,0.14,2023-10-01 ,-0.06
PSY-Framelord Zeta,MGED-EN075,Maximum Gold: El Dorado,0.24,2021-11-20 ,0.07,2023-10-01 ,-0.17
PSY-Framelord Omega,MGED-EN076,Maximum Gold: El Dorado,0.85,2021-11-20 ,0.3,2023-10-01 ,-0.55
PSY-Framelord Lambda,MGED-EN077,Maximum Gold: El Dorado,1.02,2021-11-20 ,0.15,2023-10-01 ,-0.87
The Phantom Knights of Ancient Cloak,MGED-EN078,Maximum Gold: El Dorado,0.2,2021-11-20 ,0.12,2023-10-01 ,-0.08
The Phantom Knights of Silent Boots,MGED-EN079,Maximum Gold: El Dorado,0.21,2021-11-20 ,0.13,2023-10-01 ,-0.08
The Phantom Knights of Break Sword,MGED-EN080,Maximum Gold: El Dorado,0.38,2021-11-20 ,0.17,2023-10-01 ,-0.21
Numeron Wall,MGED-EN081,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.15,2023-10-01 ,-0.04
Number C1: Numeron Chaos Gate Sunya,MGED-EN082,Maximum Gold: El Dorado,0.18,2021-11-20 ,0.15,2023-10-01 ,-0.03
Number 1: Numeron Gate Ekam,MGED-EN083,Maximum Gold: El Dorado,0.3,2021-11-20 ,0.16,2023-10-01 ,-0.14
Number 2: Numeron Gate Dve,MGED-EN084,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.18,2023-10-01 ,-0.04
Number 3: Numeron Gate Trini,MGED-EN085,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.14,2023-10-01 ,-0.08
Number 4: Numeron Gate Catvari,MGED-EN086,Maximum Gold: El Dorado,0.23,2021-11-20 ,0.16,2023-10-01 ,-0.07
Numeron Network,MGED-EN087,Maximum Gold: El Dorado,0.35,2021-11-20 ,0.22,2023-10-01 ,-0.13
Numeron Calling,MGED-EN088,Maximum Gold: El Dorado,0.24,2021-11-20 ,0.13,2023-10-01 ,-0.11
Number 9: Dyson Sphere,MGED-EN089,Maximum Gold: El Dorado,0.42,2021-11-20 ,0.11,2023-10-01 ,-0.31
Number 41: Bagooska the Terribly Tired Tapir,MGED-EN090,Maximum Gold: El Dorado,0.42,2021-11-20 ,3.88,2023-10-01 ,3.46
Altergeist Marionetter,MGED-EN091,Maximum Gold: El Dorado,0.2,2021-11-20 ,0.15,2023-10-01 ,-0.05
Altergeist Silquitous,MGED-EN092,Maximum Gold: El Dorado,0.23,2021-11-20 ,0.12,2023-10-01 ,-0.11
Altergeist Meluseek,MGED-EN093,Maximum Gold: El Dorado,0.23,2021-11-20 ,0.23,2023-10-01 ,0.0
Altergeist Kunquery,MGED-EN094,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.11,2023-10-01 ,-0.08
Altergeist Multifaker,MGED-EN095,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.13,2023-10-01 ,-0.09
The Weather Painter Rain,MGED-EN096,Maximum Gold: El Dorado,0.17,2021-11-20 ,0.08,2023-10-01 ,-0.09
The Great Emperor Penguin,OP17-EN005,OTS Tournament Pack 17,2.6,2021-11-20 ,0.58,2023-10-01 ,-2.02
Cyber Dragon Nova,OP17-EN006,OTS Tournament Pack 17,2.76,2021-11-20 ,1.35,2023-10-01 ,-1.41
Resonance Insect,OP17-EN007,OTS Tournament Pack 17,2.48,2021-11-20 ,0.6,2023-10-01 ,-1.88
Flawless Perfection of the Tenyi,OP17-EN008,OTS Tournament Pack 17,0.85,2021-11-20 ,0.31,2023-10-01 ,-0.54
Vessel for the Dragon Cycle,OP17-EN009,OTS Tournament Pack 17,11.27,2021-11-20 ,2.06,2023-10-01 ,-9.21
Penguin Soldier,OP17-EN013,OTS Tournament Pack 17,0.58,2021-11-20 ,0.36,2023-10-01 ,-0.22
Outstanding Dog Marron,OP17-EN014,OTS Tournament Pack 17,0.36,2021-11-20 ,0.22,2023-10-01 ,-0.14
Junk Synchron,OP17-EN015,OTS Tournament Pack 17,0.57,2021-11-20 ,1.03,2023-10-01 ,0.46
Dark Simorgh,OP17-EN016,OTS Tournament Pack 17,0.86,2021-11-20 ,0.96,2023-10-01 ,0.1
T.G. Wonder Magician,OP17-EN017,OTS Tournament Pack 17,0.57,2021-11-20 ,0.46,2023-10-01 ,-0.11
Utopian Aura,OP17-EN018,OTS Tournament Pack 17,0.45,2021-11-20 ,0.25,2023-09-26 ,-0.2
Inzektor Dragonfly,OP17-EN019,OTS Tournament Pack 17,0.68,2021-11-20 ,0.23,2023-10-01 ,-0.45
Number C39: Utopia Ray V,OP17-EN020,OTS Tournament Pack 17,1.01,2021-11-20 ,0.24,2023-10-01 ,-0.77
Shaman of the Tenyi,OP17-EN024,OTS Tournament Pack 17,0.51,2021-11-20 ,0.77,2023-10-01 ,0.26
Tenyi Spirit - Sahasrara,OP17-EN025,OTS Tournament Pack 17,0.19,2021-11-20 ,0.27,2023-10-01 ,0.08
Ice Barrier Token,OP17-EN026,OTS Tournament Pack 17,0.8,2021-11-20 ,0.82,2023-10-01 ,0.02
SZW - Fenrir Sword,OP17-EN021,OTS Tournament Pack 17,0.34,2021-11-20 ,0.15,2023-10-01 ,-0.19
"Yazi, Evil of the Yang Zing",OP17-EN022,OTS Tournament Pack 17,1.95,2021-11-20 ,0.3,2023-10-01 ,-1.65
Painful Decision,OP17-EN023,OTS Tournament Pack 17,0.59,2021-11-20 ,0.78,2023-10-01 ,0.19
The Weather Painter Thunder,MGED-EN097,Maximum Gold: El Dorado,0.31,2021-11-20 ,0.12,2023-10-01 ,-0.19
The Weather Snowy Canvas,MGED-EN098,Maximum Gold: El Dorado,0.2,2021-11-20 ,0.08,2023-10-01 ,-0.12
The Weather Cloudy Canvas,MGED-EN099,Maximum Gold: El Dorado,0.17,2021-11-20 ,0.07,2023-10-01 ,-0.1
The Weather Thundery Canvas,MGED-EN100,Maximum Gold: El Dorado,0.33,2021-11-20 ,0.09,2023-10-01 ,-0.24
The Weather Rainbowed Canvas,MGED-EN101,Maximum Gold: El Dorado,0.18,2021-11-20 ,0.13,2023-10-01 ,-0.05
Micro Coder,MGED-EN102,Maximum Gold: El Dorado,0.46,2021-11-20 ,0.16,2023-10-01 ,-0.3
Excode Talker,MGED-EN103,Maximum Gold: El Dorado,0.7,2021-11-20 ,0.18,2023-10-01 ,-0.52
Code Talker,MGED-EN104,Maximum Gold: El Dorado,0.28,2021-11-20 ,0.14,2023-10-01 ,-0.14
Shootingcode Talker,MGED-EN105,Maximum Gold: El Dorado,0.27,2021-11-20 ,0.1,2023-10-01 ,-0.17
Prank-Kids Lampsies,MGED-EN107,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.11,2023-10-01 ,-0.11
Prank-Kids Dropsies,MGED-EN108,Maximum Gold: El Dorado,0.24,2021-11-20 ,0.12,2023-10-01 ,-0.12
Prank-Kids Fansies,MGED-EN109,Maximum Gold: El Dorado,0.24,2021-11-20 ,0.11,2023-10-01 ,-0.13
Prank-Kids Rocksies,MGED-EN110,Maximum Gold: El Dorado,0.21,2021-11-20 ,0.1,2023-10-01 ,-0.11
Prank-Kids Rocket Ride,MGED-EN111,Maximum Gold: El Dorado,0.18,2021-11-20 ,0.09,2023-10-01 ,-0.09
Prank-Kids Weather Washer,MGED-EN112,Maximum Gold: El Dorado,0.21,2021-11-20 ,0.08,2023-10-01 ,-0.13
Prank-Kids Battle Butler,MGED-EN113,Maximum Gold: El Dorado,0.18,2021-11-20 ,0.08,2023-10-01 ,-0.1
Prank-Kids Dodo-Doodle-Doo,MGED-EN114,Maximum Gold: El Dorado,0.61,2021-11-20 ,0.14,2023-10-01 ,-0.47
Dragunity Knight - Romulus,MGED-EN142,Maximum Gold: El Dorado,0.53,2021-11-20 ,0.12,2023-10-01 ,-0.41
Prank-Kids Bow-Wow-Bark,MGED-EN115,Maximum Gold: El Dorado,0.21,2021-11-20 ,0.11,2023-10-01 ,-0.1
Prank-Kids Meow-Meow-Mu,MGED-EN116,Maximum Gold: El Dorado,0.18,2021-11-20 ,0.09,2023-10-01 ,-0.09
Prank-Kids Pranks,MGED-EN117,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.11,2023-10-01 ,-0.08
Prank-Kids Pandemonium,MGED-EN118,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.1,2023-10-01 ,-0.12
"Hiita the Fire Charmer, Ablaze",MGED-EN119,Maximum Gold: El Dorado,0.44,2021-11-20 ,0.18,2023-10-01 ,-0.26
"Wynn the Wind Charmer, Verdant",MGED-EN120,Maximum Gold: El Dorado,0.29,2021-11-20 ,0.18,2023-10-01 ,-0.11
Eldlixir of White Destiny,MGED-EN124,Maximum Gold: El Dorado,0.34,2021-11-20 ,0.16,2023-10-01 ,-0.18
Eldlixir of Scarlet Sanguine,MGED-EN125,Maximum Gold: El Dorado,0.87,2021-11-20 ,0.48,2023-10-01 ,-0.39
Guardian of the Golden Land,MGED-EN126,Maximum Gold: El Dorado,0.22,2021-11-20 ,0.15,2023-10-01 ,-0.07
Battle Shogun of the Six Samurai,MGED-EN143,Maximum Gold: El Dorado,0.4,2021-11-20 ,0.14,2023-10-01 ,-0.26
Huaquero of the Golden Land,MGED-EN127,Maximum Gold: El Dorado,0.37,2021-11-20 ,0.19,2023-10-01 ,-0.18
Golden Land Forever!,MGED-EN128,Maximum Gold: El Dorado,0.23,2021-11-20 ,0.16,2023-10-01 ,-0.07
El Dorado Adelantado,MGED-EN129,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.11,2023-10-01 ,-0.08
Deep Sea Diva,MGED-EN130,Maximum Gold: El Dorado,0.94,2021-11-20 ,0.82,2023-10-01 ,-0.12
Salamangreat Almiraj,MGED-EN144,Maximum Gold: El Dorado,0.82,2021-11-20 ,0.72,2023-10-01 ,-0.1
Kagemucha Knight,MGED-EN131,Maximum Gold: El Dorado,0.47,2021-11-20 ,0.08,2023-10-01 ,-0.39
White Dragon Wyverburster,MGED-EN132,Maximum Gold: El Dorado,0.3,2021-11-20 ,0.12,2023-10-01 ,-0.18
Striker Dragon,MGED-EN145,Maximum Gold: El Dorado,1.09,2021-11-20 ,0.33,2023-10-01 ,-0.76
Black Dragon Collapserpent,MGED-EN133,Maximum Gold: El Dorado,0.28,2021-11-20 ,0.1,2023-10-01 ,-0.18
Upstart Goblin,MGED-EN146,Maximum Gold: El Dorado,0.93,2021-11-20 ,0.79,2023-10-01 ,-0.14
Ancient Gear Fusion,MGED-EN147,Maximum Gold: El Dorado,0.81,2021-11-20 ,0.34,2023-10-01 ,-0.47
Majesty's Fiend,MGED-EN134,Maximum Gold: El Dorado,0.19,2021-11-20 ,0.13,2023-10-01 ,-0.06
Cynet Mining,MGED-EN148,Maximum Gold: El Dorado,1.58,2021-11-20 ,4.69,2023-10-01 ,3.11
Dragonmaid Hospitality,MGED-EN149,Maximum Gold: El Dorado,1.58,2021-11-20 ,0.32,2023-10-01 ,-1.26
Summon Limit,MGED-EN150,Maximum Gold: El Dorado,1.26,2021-11-20 ,0.72,2023-10-01 ,-0.54
Broken Line,MGED-EN151,Maximum Gold: El Dorado,0.49,2021-11-20 ,0.07,2023-10-01 ,-0.42
Eva,MGED-EN136,Maximum Gold: El Dorado,0.44,2021-11-20 ,0.11,2023-10-01 ,-0.33
Trap Trick,MGED-EN152,Maximum Gold: El Dorado,0.73,2021-11-20 ,0.15,2023-10-01 ,-0.58
Rainbow Neos,MGED-EN137,Maximum Gold: El Dorado,0.85,2021-11-20 ,0.2,2023-10-01 ,-0.65
Ultimaya Tzolkin,MGED-EN138,Maximum Gold: El Dorado,0.26,2021-11-20 ,0.15,2023-10-01 ,-0.11
Raidraptor - Ultimate Falcon,MGED-EN140,Maximum Gold: El Dorado,0.38,2021-11-20 ,0.14,2023-10-01 ,-0.24
Firewall Dragon (Teal Original Art),MGED-EN141,Maximum Gold: El Dorado,1.79,2021-11-20 ,0.58,2023-10-01 ,-1.21
Firewall Dragon (Purple Alternate Art),MGED-EN141,Maximum Gold: El Dorado,2.23,2021-11-20 ,0.21,2023-10-01 ,-2.02
Firewall Dragon (Red Alternate Art),MGED-EN141,Maximum Gold: El Dorado,2.13,2021-11-20 ,0.26,2023-10-01 ,-1.87
Rescue Cat,MGED-EN006,Maximum Gold: El Dorado,5.46,2021-11-20 ,2.21,2023-10-01 ,-3.25
Black Rose Dragon (Alternate Art),MGED-EN026,Maximum Gold: El Dorado,3.35,2021-11-20 ,0.78,2023-10-01 ,-2.57
Ghost Mourner & Moonlit Chill (Alternate Art),MGED-EN023,Maximum Gold: El Dorado,2.88,2021-11-20 ,1.84,2023-10-01 ,-1.04
D - Force,BROL-EN009,Brothers of Legend,0.94,2021-12-04 ,0.45,2023-10-01 ,-0.49
Number 17: Leviathan Dragon (Astral),BROL-EN000,Brothers of Legend,190.74,2021-12-04 ,35.85,2023-10-01 ,-154.89
Kuribah,BROL-EN001,Brothers of Legend,0.63,2021-12-04 ,0.37,2023-10-01 ,-0.26
Kuribee,BROL-EN002,Brothers of Legend,0.63,2021-12-04 ,0.35,2023-10-01 ,-0.28
Kuriboo,BROL-EN003,Brothers of Legend,0.58,2021-12-04 ,0.33,2023-10-01 ,-0.25
Kuribeh,BROL-EN004,Brothers of Legend,0.46,2021-12-04 ,0.32,2023-10-01 ,-0.14
Kuribabylon,BROL-EN005,Brothers of Legend,0.81,2021-12-04 ,0.4,2023-10-01 ,-0.41
Five Star Twilight,BROL-EN006,Brothers of Legend,0.28,2021-12-04 ,0.32,2023-10-01 ,0.04
Yowie,BROL-EN007,Brothers of Legend,0.81,2021-12-04 ,0.2,2023-10-01 ,-0.61
Penguin Sword,BROL-EN008,Brothers of Legend,0.18,2021-12-04 ,0.17,2023-10-01 ,-0.01
Doctor D,BROL-EN010,Brothers of Legend,0.19,2021-12-04 ,0.13,2023-10-01 ,-0.06
Dragonroid,BROL-EN011,Brothers of Legend,0.37,2021-12-04 ,0.21,2023-10-01 ,-0.16
Rebirth Judgment,BROL-EN012,Brothers of Legend,0.43,2021-12-04 ,0.17,2023-10-01 ,-0.26
Ice Barrier,BROL-EN013,Brothers of Legend,0.2,2021-12-04 ,0.61,2023-10-01 ,0.41
Ice Knight,BROL-EN014,Brothers of Legend,0.22,2021-12-04 ,0.18,2023-10-01 ,-0.04
Summon Storm,BROL-EN015,Brothers of Legend,0.22,2021-12-04 ,0.13,2023-10-01 ,-0.09
Wing Requital,BROL-EN016,Brothers of Legend,3.17,2021-12-04 ,0.54,2023-10-01 ,-2.63
Noble Knight's Shield-Bearer,BROL-EN017,Brothers of Legend,0.18,2021-12-04 ,0.24,2023-10-01 ,0.06
Horse of the Floral Knights,BROL-EN018,Brothers of Legend,0.16,2021-12-04 ,0.13,2023-10-01 ,-0.03
Noble Knight's Spearholder,BROL-EN019,Brothers of Legend,0.16,2021-12-04 ,0.1,2023-10-01 ,-0.06
Centaur Mina,BROL-EN020,Brothers of Legend,0.22,2021-12-04 ,0.18,2023-10-01 ,-0.04
Ecole de Zone,BROL-EN021,Brothers of Legend,0.59,2021-12-04 ,0.41,2023-10-01 ,-0.18
Soul Binding Gate,BROL-EN022,Brothers of Legend,0.14,2021-12-04 ,0.06,2023-10-01 ,-0.08
Piri Reis Map,BROL-EN023,Brothers of Legend,3.55,2021-12-04 ,0.82,2023-10-01 ,-2.73
Ice Mirror,BROL-EN024,Brothers of Legend,0.19,2021-12-04 ,0.11,2023-10-01 ,-0.08
ZW - Sylphid Wing,BROL-EN025,Brothers of Legend,0.18,2021-12-04 ,0.1,2023-10-01 ,-0.08
ZS - Ouroboros Sage,BROL-EN026,Brothers of Legend,0.16,2021-12-04 ,0.09,2023-10-01 ,-0.07
Ultimate Leo Utopia Ray,BROL-EN027,Brothers of Legend,0.8,2021-12-04 ,0.23,2023-10-01 ,-0.57
Zexal Catapult,BROL-EN028,Brothers of Legend,0.18,2021-12-04 ,0.09,2023-10-01 ,-0.09
Silent Sea Nettle,BROL-EN029,Brothers of Legend,0.32,2021-12-04 ,0.32,2023-10-01 ,0.0
Number 4: Stealth Kragen,BROL-EN030,Brothers of Legend,1.33,2021-12-04 ,0.95,2023-10-01 ,-0.38
Stealth Kragen Spawn,BROL-EN031,Brothers of Legend,0.83,2021-12-04 ,0.42,2023-10-01 ,-0.41
Grandpa Demetto,BROL-EN032,Brothers of Legend,0.17,2021-12-04 ,0.16,2023-10-01 ,-0.01
Doll House,BROL-EN033,Brothers of Legend,0.18,2021-12-04 ,0.09,2023-10-01 ,-0.09
Starving Venemy Dragon,BROL-EN034,Brothers of Legend,0.57,2021-12-04 ,0.24,2023-10-01 ,-0.33
Speedroid Scratch,BROL-EN035,Brothers of Legend,0.81,2021-12-04 ,0.23,2023-10-01 ,-0.58
Lyrilusc - Bird Strike,BROL-EN036,Brothers of Legend,1.09,2021-12-04 ,0.24,2023-10-01 ,-0.85
Toy Parade,BROL-EN037,Brothers of Legend,0.4,2021-12-04 ,0.16,2023-10-01 ,-0.24
Cipher Biplane,BROL-EN038,Brothers of Legend,0.35,2021-12-04 ,0.22,2023-10-01 ,-0.13
Cipher Interference,BROL-EN039,Brothers of Legend,0.17,2021-12-04 ,0.09,2023-10-01 ,-0.08
Double Exposure,BROL-EN040,Brothers of Legend,0.25,2021-12-04 ,0.15,2023-10-01 ,-0.1
FA.I.ghting Spirit,BROL-EN041,Brothers of Legend,0.15,2021-12-04 ,0.13,2023-10-01 ,-0.02
A.I.'s Show,BROL-EN042,Brothers of Legend,0.16,2021-12-04 ,0.11,2023-10-01 ,-0.05
Appliancer Propelion,BROL-EN044,Brothers of Legend,0.18,2021-12-04 ,0.09,2023-10-01 ,-0.09
Appliancer Conversion,BROL-EN043,Brothers of Legend,0.18,2021-12-04 ,0.08,2023-10-01 ,-0.1
Altergeist Memorygant,BROL-EN045,Brothers of Legend,0.99,2021-12-04 ,1.31,2023-10-01 ,0.32
Altergeist Pookuery,BROL-EN046,Brothers of Legend,3.03,2021-12-04 ,1.53,2023-10-01 ,-1.5
Altergeist Fijialert,BROL-EN047,Brothers of Legend,0.23,2021-12-04 ,0.22,2023-10-01 ,-0.01
Right-Hand Shark,BROL-EN048,Brothers of Legend,0.3,2021-12-04 ,0.17,2023-10-01 ,-0.13
Left-Hand Shark,BROL-EN049,Brothers of Legend,0.2,2021-12-04 ,0.18,2023-10-01 ,-0.02
Hidden Fangs of Revenge,BROL-EN050,Brothers of Legend,0.16,2021-12-04 ,0.1,2023-10-01 ,-0.06
White Mirror,BROL-EN051,Brothers of Legend,0.24,2021-12-04 ,0.2,2023-10-01 ,-0.04
The Ice-Bound God,BROL-EN052,Brothers of Legend,0.17,2021-12-04 ,0.12,2023-10-01 ,-0.05
Astraltopia,BROL-EN053,Brothers of Legend,0.38,2021-12-04 ,0.18,2023-10-01 ,-0.2
Zexal Field,BROL-EN054,Brothers of Legend,0.26,2021-12-04 ,0.13,2023-10-01 ,-0.13
The Deal of Destiny,BROL-EN055,Brothers of Legend,0.15,2021-12-04 ,0.07,2023-10-01 ,-0.08
Numbers Protection,BROL-EN056,Brothers of Legend,0.19,2021-12-04 ,0.16,2023-10-01 ,-0.03
Number 99: Utopia Dragonar,BROL-EN057,Brothers of Legend,0.99,2021-12-04 ,0.34,2023-10-01 ,-0.65
ZS - Utopic Sage,BROL-EN058,Brothers of Legend,0.61,2021-12-04 ,0.21,2023-10-01 ,-0.4
Hyper Rank-Up-Magic Utopiforce,BROL-EN060,Brothers of Legend,0.51,2021-12-04 ,0.21,2023-10-01 ,-0.3
Astral Kuriboh,BROL-EN061,Brothers of Legend,4.43,2021-12-04 ,2.74,2023-10-01 ,-1.69
Kuriboh,BROL-EN062,Brothers of Legend,0.21,2021-12-04 ,0.2,2023-10-01 ,-0.01
Kuribohrn,BROL-EN063,Brothers of Legend,0.25,2021-12-04 ,0.21,2023-10-01 ,-0.04
Performapal Kuribohble,BROL-EN064,Brothers of Legend,0.47,2021-12-04 ,0.48,2023-10-01 ,0.01
Detonate,BROL-EN065,Brothers of Legend,0.2,2021-12-04 ,0.13,2023-10-01 ,-0.07
Magicians' Souls,BROL-EN066,Brothers of Legend,50.71,2021-12-04 ,31.96,2023-10-01 ,-18.75
Red-Eyes Fusion,BROL-EN067,Brothers of Legend,1.39,2021-12-04 ,0.44,2023-10-01 ,-0.95
Evil HERO Adusted Gold,BROL-EN068,Brothers of Legend,23.84,2021-12-04 ,2.54,2023-10-01 ,-21.3
Evil HERO Malicious Bane,BROL-EN069,Brothers of Legend,21.33,2021-12-04 ,2.19,2023-10-01 ,-19.14
Thought Ruler Archfiend,BROL-EN070,Brothers of Legend,0.21,2021-12-04 ,0.27,2023-10-01 ,0.06
Shooting Star Dragon,BROL-EN071,Brothers of Legend,0.6,2021-12-04 ,0.2,2023-10-01 ,-0.4
Number 89: Diablosis the Mind Hacker,BROL-EN073,Brothers of Legend,2.49,2021-12-04 ,1.08,2023-10-01 ,-1.41
"Gadarla, the Mystery Dust Kaiju",BROL-EN074,Brothers of Legend,2.06,2021-12-04 ,0.33,2023-10-01 ,-1.73
Interrupted Kaiju Slumber,BROL-EN075,Brothers of Legend,0.86,2021-12-04 ,0.46,2023-10-01 ,-0.4
Kaiju Capture Mission,BROL-EN076,Brothers of Legend,0.19,2021-12-04 ,0.13,2023-10-01 ,-0.06
Eidos the Underworld Squire,BROL-EN077,Brothers of Legend,0.15,2021-12-04 ,0.13,2023-10-01 ,-0.02
Edea the Heavenly Squire,BROL-EN078,Brothers of Legend,0.15,2021-12-04 ,0.16,2023-10-01 ,0.01
The Phantom Knights of Ragged Gloves,BROL-EN079,Brothers of Legend,0.26,2021-12-04 ,0.14,2023-10-01 ,-0.12
"Nibiru, the Primal Being",BROL-EN080,Brothers of Legend,12.04,2021-12-04 ,8.52,2023-10-01 ,-3.52
Infernoid Decatron,BROL-EN081,Brothers of Legend,0.23,2021-12-04 ,0.23,2023-10-01 ,0.0
Infernoid Tierra,BROL-EN082,Brothers of Legend,0.41,2021-12-04 ,0.28,2023-10-01 ,-0.13
Inzektor Exa-Beetle,BROL-EN084,Brothers of Legend,0.16,2021-12-04 ,0.15,2023-10-01 ,-0.01
Downerd Magician,BROL-EN085,Brothers of Legend,1.17,2021-12-04 ,0.43,2023-10-01 ,-0.74
